N	iters	algorithm	layout	dim	k	blockSize	shmSize	seed	totalTime	normalizedTime
2M	5	kmcuda	aos	4	16	256	48k	1	847.91	101.079
2M	5	kmcuda	aos	4	16	256	48k	2	925.415	110.318
2M	5	kmcuda	aos	4	16	256	48k	3	926.246	110.417
2M	5	kmcuda	aos	4	16	256	48k	4	869.215	103.618
2M	5	kmcuda	aos	4	64	256	48k	1	635.731	75.785
2M	5	kmcuda	aos	4	64	256	48k	2	622.883	74.2535
2M	5	kmcuda	aos	4	64	256	48k	3	678.284	80.8577
2M	5	kmcuda	aos	4	64	256	48k	4	605.986	72.2392
2M	5	kmcuda	aos	4	256	256	48k	1	434.102	51.749
2M	5	kmcuda	aos	4	256	256	48k	2	447.815	53.3837
2M	5	kmcuda	aos	4	256	256	48k	3	434.133	51.7527
2M	5	kmcuda	aos	4	256	256	48k	4	443.975	52.926
2M	5	kmcuda	aos	4	1024	256	48k	1	461.463	55.0107
2M	5	kmcuda	aos	4	1024	256	48k	2	461.631	55.0307
2M	5	kmcuda	aos	4	1024	256	48k	3	462.008	55.0757
2M	5	kmcuda	aos	4	1024	256	48k	4	462.47	55.1308
2M	5	kmcuda	aos	4	4096	256	48k	1	870.386	103.758
2M	5	kmcuda	aos	4	4096	256	48k	2	870.917	103.821
2M	5	kmcuda	aos	4	4096	256	48k	3	870.197	103.736
2M	5	kmcuda	aos	4	4096	256	48k	4	870.483	103.77
2M	5	kmcuda	aos	8	16	256	48k	1	1385.72	82.5952
2M	5	kmcuda	aos	8	16	256	48k	2	1284.05	76.5354
2M	5	kmcuda	aos	8	16	256	48k	3	1352.22	80.5987
2M	5	kmcuda	aos	8	16	256	48k	4	1277.42	76.1401
2M	5	kmcuda	aos	8	64	256	48k	1	863.236	51.4529
2M	5	kmcuda	aos	8	64	256	48k	2	952.282	56.7604
2M	5	kmcuda	aos	8	64	256	48k	3	975.379	58.1371
2M	5	kmcuda	aos	8	64	256	48k	4	982.886	58.5845
2M	5	kmcuda	aos	8	256	256	48k	1	549.988	32.7818
2M	5	kmcuda	aos	8	256	256	48k	2	548.216	32.6762
2M	5	kmcuda	aos	8	256	256	48k	3	545.526	32.5159
2M	5	kmcuda	aos	8	256	256	48k	4	563.004	33.5577
2M	5	kmcuda	aos	8	1024	256	48k	1	598.29	35.6609
2M	5	kmcuda	aos	8	1024	256	48k	2	596.431	35.55
2M	5	kmcuda	aos	8	1024	256	48k	3	595.317	35.4837
2M	5	kmcuda	aos	8	1024	256	48k	4	595.312	35.4833
2M	5	kmcuda	aos	8	4096	256	48k	1	1316	78.4399
2M	5	kmcuda	aos	8	4096	256	48k	2	1315.17	78.39
2M	5	kmcuda	aos	8	4096	256	48k	3	1315.04	78.3822
2M	5	kmcuda	aos	8	4096	256	48k	4	1315.55	78.4131
2M	5	kmcuda	aos	16	16	256	48k	1	2619.97	78.0811
2M	5	kmcuda	aos	16	16	256	48k	2	2307.57	68.7708
2M	5	kmcuda	aos	16	16	256	48k	3	2665.64	79.4423
2M	5	kmcuda	aos	16	16	256	48k	4	2772.42	82.6245
2M	5	kmcuda	aos	16	64	256	48k	1	1659.76	49.4648
2M	5	kmcuda	aos	16	64	256	48k	2	1408.11	41.965
2M	5	kmcuda	aos	16	64	256	48k	3	1506.86	44.9078
2M	5	kmcuda	aos	16	64	256	48k	4	1528.75	45.5603
2M	5	kmcuda	aos	16	256	256	48k	1	860.389	25.6416
2M	5	kmcuda	aos	16	256	256	48k	2	831.912	24.7929
2M	5	kmcuda	aos	16	256	256	48k	3	822.919	24.5249
2M	5	kmcuda	aos	16	256	256	48k	4	863.025	25.7201
2M	5	kmcuda	aos	16	1024	256	48k	1	1117.22	33.2957
2M	5	kmcuda	aos	16	1024	256	48k	2	1117.44	33.3022
2M	5	kmcuda	aos	16	1024	256	48k	3	1118.88	33.3453
2M	5	kmcuda	aos	16	1024	256	48k	4	1120.25	33.3861
2M	5	kmcuda	aos	16	4096	256	48k	1	3230.75	96.2838
2M	5	kmcuda	aos	16	4096	256	48k	2	3231.18	96.2968
2M	5	kmcuda	aos	16	4096	256	48k	3	3231.39	96.303
2M	5	kmcuda	aos	16	4096	256	48k	4	3231.18	96.2967
2M	5	kmcuda	aos	32	16	256	48k	1	4140.33	61.6957
2M	5	kmcuda	aos	32	16	256	48k	2	4637.17	69.0993
2M	5	kmcuda	aos	32	16	256	48k	3	4343.82	64.7279
2M	5	kmcuda	aos	32	16	256	48k	4	4882.95	72.7616
2M	5	kmcuda	aos	32	64	256	48k	1	2942.81	43.8513
2M	5	kmcuda	aos	32	64	256	48k	2	2575.41	38.3766
2M	5	kmcuda	aos	32	64	256	48k	3	2940.79	43.8212
2M	5	kmcuda	aos	32	64	256	48k	4	2759.26	41.1162
2M	5	kmcuda	aos	32	256	256	48k	1	1742.99	25.9725
2M	5	kmcuda	aos	32	256	256	48k	2	1659.38	24.7267
2M	5	kmcuda	aos	32	256	256	48k	3	1659.89	24.7343
2M	5	kmcuda	aos	32	256	256	48k	4	1661.27	24.7548
2M	5	kmcuda	aos	32	1024	256	48k	1	3100.46	46.2005
2M	5	kmcuda	aos	32	1024	256	48k	2	3090.99	46.0593
2M	5	kmcuda	aos	32	1024	256	48k	3	3131.3	46.66
2M	5	kmcuda	aos	32	1024	256	48k	4	3099.18	46.1813
1M	5	kmcuda	aos	64	16	256	48k	1	4117.82	61.3603
1M	5	kmcuda	aos	64	16	256	48k	2	5122.62	76.3329
1M	5	kmcuda	aos	64	16	256	48k	3	4898.79	72.9977
1M	5	kmcuda	aos	64	16	256	48k	4	4061.25	60.5174
1M	5	kmcuda	aos	64	64	256	48k	1	2627.03	39.1458
1M	5	kmcuda	aos	64	64	256	48k	2	3147.53	46.9019
1M	5	kmcuda	aos	64	64	256	48k	3	2587.79	38.5611
1M	5	kmcuda	aos	64	64	256	48k	4	2992.2	44.5873
1M	5	kmcuda	aos	64	256	256	48k	1	1517.99	22.6198
1M	5	kmcuda	aos	64	256	256	48k	2	1496.48	22.2992
1M	5	kmcuda	aos	64	256	256	48k	3	1582.97	23.5881
1M	5	kmcuda	aos	64	256	256	48k	4	1563.2	23.2936
1M	5	kmcuda	aos	64	1024	256	48k	1	2942.23	43.8426
1M	5	kmcuda	aos	64	1024	256	48k	2	2977.35	44.366
1M	5	kmcuda	aos	64	1024	256	48k	3	2949.37	43.949
1M	5	kmcuda	aos	64	1024	256	48k	4	2953.83	44.0155
1M	5	kmcuda	aos	64	4096	256	48k	1	10571.6	157.529
1M	5	kmcuda	aos	64	4096	256	48k	2	10576.1	157.596
1M	5	kmcuda	aos	64	4096	256	48k	3	10553.1	157.253
1M	5	kmcuda	aos	64	4096	256	48k	4	10568.8	157.487
512k	5	kmcuda	aos	128	16	256	48k	1	4106.42	61.1904
512k	5	kmcuda	aos	128	16	256	48k	2	5144.27	76.6556
512k	5	kmcuda	aos	128	16	256	48k	3	4878.91	72.7014
512k	5	kmcuda	aos	128	16	256	48k	4	5115.67	76.2293
512k	5	kmcuda	aos	128	64	256	48k	1	2348.89	35.0012
512k	5	kmcuda	aos	128	64	256	48k	2	2583.5	38.4971
512k	5	kmcuda	aos	128	64	256	48k	3	2613.38	38.9425
512k	5	kmcuda	aos	128	64	256	48k	4	2572.86	38.3386
512k	5	kmcuda	aos	128	256	256	48k	1	1162.17	17.3176
512k	5	kmcuda	aos	128	256	256	48k	2	1174.89	17.5072
512k	5	kmcuda	aos	128	256	256	48k	3	1184.98	17.6575
512k	5	kmcuda	aos	128	256	256	48k	4	1131.2	16.8561
512k	5	kmcuda	aos	128	1024	256	48k	1	1481.31	22.0733
512k	5	kmcuda	aos	128	1024	256	48k	2	1403.35	20.9116
512k	5	kmcuda	aos	128	1024	256	48k	3	1475.53	21.987
512k	5	kmcuda	aos	128	1024	256	48k	4	1390.13	20.7146
512k	5	kmcuda	aos	128	4096	256	48k	1	4692.53	69.9242
512k	5	kmcuda	aos	128	4096	256	48k	2	4446	66.2506
512k	5	kmcuda	aos	128	4096	256	48k	3	4698.75	70.0169
512k	5	kmcuda	aos	128	4096	256	48k	4	4707.62	70.149
512k	5	cuda_base	aos	4	16	256	48k	1	3.82652	1.82463
512k	5	cuda_base	aos	4	16	256	48k	2	3.79716	1.81063
512k	5	cuda_base	aos	4	16	256	48k	3	3.74471	1.78561
512k	5	cuda_base	aos	4	16	256	48k	4	3.76324	1.79445
512k	5	cuda_base	aos	4	64	256	48k	1	3.02906	1.44437
512k	5	cuda_base	aos	4	64	256	48k	2	3.20321	1.52741
512k	5	cuda_base	aos	4	64	256	48k	3	3.07958	1.46846
512k	5	cuda_base	aos	4	64	256	48k	4	3.05814	1.45824
512k	5	cuda_base	aos	4	256	256	48k	1	8.6488	4.12407
512k	5	cuda_base	aos	4	256	256	48k	2	8.64398	4.12177
512k	5	cuda_base	aos	4	256	256	48k	3	8.6423	4.12097
512k	5	cuda_base	aos	4	256	256	48k	4	8.65239	4.12578
512k	5	cuda_base	aos	4	1024	256	48k	1	32.6174	15.5532
512k	5	cuda_base	aos	4	1024	256	48k	2	32.6052	15.5474
512k	5	cuda_base	aos	4	1024	256	48k	3	32.6245	15.5566
512k	5	cuda_base	aos	4	1024	256	48k	4	32.6092	15.5493
512k	5	cuda_base	aos	4	4096	256	48k	1	129.537	61.7682
512k	5	cuda_base	aos	4	4096	256	48k	2	129.552	61.7751
512k	5	cuda_base	aos	4	4096	256	48k	3	129.552	61.775
512k	5	cuda_base	aos	4	4096	256	48k	4	129.55	61.7742
512k	5	cuda_base	aos	8	16	256	48k	1	5.10449	1.21701
512k	5	cuda_base	aos	8	16	256	48k	2	5.50864	1.31336
512k	5	cuda_base	aos	8	16	256	48k	3	4.75421	1.13349
512k	5	cuda_base	aos	8	16	256	48k	4	5.19677	1.23901
512k	5	cuda_base	aos	8	64	256	48k	1	5.92135	1.41176
512k	5	cuda_base	aos	8	64	256	48k	2	5.87411	1.4005
512k	5	cuda_base	aos	8	64	256	48k	3	6.04933	1.44227
512k	5	cuda_base	aos	8	64	256	48k	4	5.81758	1.38702
512k	5	cuda_base	aos	8	256	256	48k	1	18.3982	4.38647
512k	5	cuda_base	aos	8	256	256	48k	2	18.3528	4.37565
512k	5	cuda_base	aos	8	256	256	48k	3	18.4318	4.39448
512k	5	cuda_base	aos	8	256	256	48k	4	18.4829	4.40667
512k	5	cuda_base	aos	8	1024	256	48k	1	71.4497	17.0349
512k	5	cuda_base	aos	8	1024	256	48k	2	71.4103	17.0255
512k	5	cuda_base	aos	8	1024	256	48k	3	71.4432	17.0334
512k	5	cuda_base	aos	8	1024	256	48k	4	71.4356	17.0316
512k	5	cuda_base	aos	8	4096	256	48k	1	287.148	68.4614
512k	5	cuda_base	aos	8	4096	256	48k	2	287.293	68.496
512k	5	cuda_base	aos	8	4096	256	48k	3	287.213	68.477
512k	5	cuda_base	aos	8	4096	256	48k	4	287.143	68.4603
512k	5	cuda_base	aos	16	16	256	48k	1	8.04187	0.958665
512k	5	cuda_base	aos	16	16	256	48k	2	8.00837	0.954672
512k	5	cuda_base	aos	16	16	256	48k	3	10.9013	1.29953
512k	5	cuda_base	aos	16	16	256	48k	4	8.98146	1.07067
512k	5	cuda_base	aos	16	64	256	48k	1	17.6971	2.10966
512k	5	cuda_base	aos	16	64	256	48k	2	17.1544	2.04497
512k	5	cuda_base	aos	16	64	256	48k	3	16.8855	2.01291
512k	5	cuda_base	aos	16	64	256	48k	4	17.2844	2.06046
512k	5	cuda_base	aos	16	256	256	48k	1	58.8876	7.01994
512k	5	cuda_base	aos	16	256	256	48k	2	58.8258	7.01259
512k	5	cuda_base	aos	16	256	256	48k	3	59.4224	7.08371
512k	5	cuda_base	aos	16	256	256	48k	4	58.8213	7.01205
512k	5	cuda_base	aos	16	1024	256	48k	1	232.267	27.6884
512k	5	cuda_base	aos	16	1024	256	48k	2	233.369	27.8198
512k	5	cuda_base	aos	16	1024	256	48k	3	235.297	28.0496
512k	5	cuda_base	aos	16	1024	256	48k	4	235.715	28.0994
512k	5	cuda_base	aos	16	4096	256	48k	1	939.789	112.032
512k	5	cuda_base	aos	16	4096	256	48k	2	940.802	112.152
512k	5	cuda_base	aos	16	4096	256	48k	3	939.01	111.939
512k	5	cuda_base	aos	16	4096	256	48k	4	939.4	111.985
512k	5	cuda_base	aos	32	16	256	48k	1	20.9869	1.25092
512k	5	cuda_base	aos	32	16	256	48k	2	24.5702	1.4645
512k	5	cuda_base	aos	32	16	256	48k	3	21.0887	1.25698
512k	5	cuda_base	aos	32	16	256	48k	4	21.1705	1.26186
512k	5	cuda_base	aos	32	64	256	48k	1	58.2173	3.47002
512k	5	cuda_base	aos	32	64	256	48k	2	59.396	3.54028
512k	5	cuda_base	aos	32	64	256	48k	3	58.7027	3.49895
512k	5	cuda_base	aos	32	64	256	48k	4	58.8091	3.5053
512k	5	cuda_base	aos	32	256	256	48k	1	228.528	13.6213
512k	5	cuda_base	aos	32	256	256	48k	2	228.144	13.5985
512k	5	cuda_base	aos	32	256	256	48k	3	228.571	13.6239
512k	5	cuda_base	aos	32	256	256	48k	4	228.57	13.6238
512k	5	cuda_base	aos	32	1024	256	48k	1	923.415	55.0398
512k	5	cuda_base	aos	32	1024	256	48k	2	923.288	55.0323
512k	5	cuda_base	aos	32	1024	256	48k	3	923.863	55.0665
512k	5	cuda_base	aos	32	1024	256	48k	4	923.614	55.0517
512k	5	cuda_base	aos	32	4096	256	48k	1	3746.8	223.327
512k	5	cuda_base	aos	32	4096	256	48k	2	3745.22	223.232
512k	5	cuda_base	aos	32	4096	256	48k	3	3744.5	223.189
512k	5	cuda_base	aos	32	4096	256	48k	4	3741.67	223.021
1M	5	cuda_base	aos	64	16	256	48k	1	73.7875	1.09952
1M	5	cuda_base	aos	64	16	256	48k	2	73.974	1.1023
1M	5	cuda_base	aos	64	16	256	48k	3	84.1379	1.25375
1M	5	cuda_base	aos	64	16	256	48k	4	72.8774	1.08596
1M	5	cuda_base	aos	64	64	256	48k	1	227.427	3.38892
1M	5	cuda_base	aos	64	64	256	48k	2	231.707	3.4527
1M	5	cuda_base	aos	64	64	256	48k	3	226.937	3.38162
1M	5	cuda_base	aos	64	64	256	48k	4	228.081	3.39867
1M	5	cuda_base	aos	64	256	256	48k	1	897.694	13.3767
1M	5	cuda_base	aos	64	256	256	48k	2	896.902	13.3649
1M	5	cuda_base	aos	64	256	256	48k	3	895.525	13.3444
1M	5	cuda_base	aos	64	256	256	48k	4	897.729	13.3772
1M	5	cuda_base	aos	64	1024	256	48k	1	3647.84	54.3571
1M	5	cuda_base	aos	64	1024	256	48k	2	3647.51	54.3521
1M	5	cuda_base	aos	64	1024	256	48k	3	3647.89	54.3578
1M	5	cuda_base	aos	64	1024	256	48k	4	3652.4	54.425
1M	5	cuda_base	aos	64	4096	256	48k	1	14823.1	220.881
1M	5	cuda_base	aos	64	4096	256	48k	2	14815	220.761
1M	5	cuda_base	aos	64	4096	256	48k	3	14832.2	221.018
1M	5	cuda_base	aos	64	4096	256	48k	4	14866.8	221.532
512k	5	cuda_base	aos	128	16	256	48k	1	100.047	1.49081
512k	5	cuda_base	aos	128	16	256	48k	2	110.171	1.64167
512k	5	cuda_base	aos	128	16	256	48k	3	102.686	1.53014
512k	5	cuda_base	aos	128	16	256	48k	4	105.378	1.57025
512k	5	cuda_base	aos	128	64	256	48k	1	350.262	5.21931
512k	5	cuda_base	aos	128	64	256	48k	2	324.333	4.83293
512k	5	cuda_base	aos	128	64	256	48k	3	325.466	4.84983
512k	5	cuda_base	aos	128	64	256	48k	4	336.125	5.00866
512k	5	cuda_base	aos	128	256	256	48k	1	1292.57	19.2608
512k	5	cuda_base	aos	128	256	256	48k	2	1414.46	21.0771
512k	5	cuda_base	aos	128	256	256	48k	3	1434.29	21.3726
512k	5	cuda_base	aos	128	256	256	48k	4	1289.68	19.2177
512k	5	cuda_base	aos	128	1024	256	48k	1	5327.14	79.3806
512k	5	cuda_base	aos	128	1024	256	48k	2	5339.46	79.5641
512k	5	cuda_base	aos	128	1024	256	48k	3	5307.07	79.0815
512k	5	cuda_base	aos	128	1024	256	48k	4	5348.75	79.7026
512k	5	cuda_base	aos	128	4096	256	48k	1	22390.3	333.641
512k	5	cuda_base	aos	128	4096	256	48k	2	22527.3	335.683
512k	5	cuda_base	aos	128	4096	256	48k	3	22653.6	337.565
512k	5	cuda_base	aos	128	4096	256	48k	4	22487.9	335.095
2M	5	cuda_base	soa	4	16	256	48k	1	11.2176	1.33724
2M	5	cuda_base	soa	4	16	256	48k	2	11.4215	1.36155
2M	5	cuda_base	soa	4	16	256	48k	3	11.1444	1.32851
2M	5	cuda_base	soa	4	16	256	48k	4	11.5696	1.37921
2M	5	cuda_base	soa	4	64	256	48k	1	8.79607	1.04857
2M	5	cuda_base	soa	4	64	256	48k	2	8.78553	1.04732
2M	5	cuda_base	soa	4	64	256	48k	3	8.79082	1.04795
2M	5	cuda_base	soa	4	64	256	48k	4	8.79925	1.04895
2M	5	cuda_base	soa	4	256	256	48k	1	23.8755	2.84618
2M	5	cuda_base	soa	4	256	256	48k	2	23.9626	2.85656
2M	5	cuda_base	soa	4	256	256	48k	3	23.873	2.84588
2M	5	cuda_base	soa	4	256	256	48k	4	24.0138	2.86266
2M	5	cuda_base	soa	4	1024	256	48k	1	89.002	10.6099
2M	5	cuda_base	soa	4	1024	256	48k	2	89.0047	10.6102
2M	5	cuda_base	soa	4	1024	256	48k	3	88.977	10.6069
2M	5	cuda_base	soa	4	1024	256	48k	4	89.0604	10.6168
2M	5	cuda_base	soa	4	4096	256	48k	1	353.879	42.1857
2M	5	cuda_base	soa	4	4096	256	48k	2	353.941	42.1931
2M	5	cuda_base	soa	4	4096	256	48k	3	354.004	42.2005
2M	5	cuda_base	soa	4	4096	256	48k	4	354.206	42.2247
2M	5	cuda_base	soa	8	16	256	48k	1	12.4723	0.743409
2M	5	cuda_base	soa	8	16	256	48k	2	11.981	0.714126
2M	5	cuda_base	soa	8	16	256	48k	3	12.1418	0.723705
2M	5	cuda_base	soa	8	16	256	48k	4	12.0364	0.717424
2M	5	cuda_base	soa	8	64	256	48k	1	12.4495	0.742049
2M	5	cuda_base	soa	8	64	256	48k	2	12.4698	0.74326
2M	5	cuda_base	soa	8	64	256	48k	3	12.4736	0.743484
2M	5	cuda_base	soa	8	64	256	48k	4	12.451	0.74214
2M	5	cuda_base	soa	8	256	256	48k	1	35.9776	2.14443
2M	5	cuda_base	soa	8	256	256	48k	2	35.6098	2.12251
2M	5	cuda_base	soa	8	256	256	48k	3	35.8625	2.13757
2M	5	cuda_base	soa	8	256	256	48k	4	34.3974	2.05024
2M	5	cuda_base	soa	8	1024	256	48k	1	142.841	8.514
2M	5	cuda_base	soa	8	1024	256	48k	2	143.059	8.52696
2M	5	cuda_base	soa	8	1024	256	48k	3	143.135	8.53151
2M	5	cuda_base	soa	8	1024	256	48k	4	143.864	8.57494
2M	5	cuda_base	soa	8	4096	256	48k	1	604.479	36.0298
2M	5	cuda_base	soa	8	4096	256	48k	2	604.076	36.0057
2M	5	cuda_base	soa	8	4096	256	48k	3	603.951	35.9983
2M	5	cuda_base	soa	8	4096	256	48k	4	604.6	36.037
2M	5	cuda_base	soa	16	16	256	48k	1	15.2868	0.455583
2M	5	cuda_base	soa	16	16	256	48k	2	15.7005	0.467911
2M	5	cuda_base	soa	16	16	256	48k	3	16.0497	0.478319
2M	5	cuda_base	soa	16	16	256	48k	4	15.2511	0.454518
2M	5	cuda_base	soa	16	64	256	48k	1	27.8449	0.829842
2M	5	cuda_base	soa	16	64	256	48k	2	27.7063	0.825713
2M	5	cuda_base	soa	16	64	256	48k	3	26.663	0.794618
2M	5	cuda_base	soa	16	64	256	48k	4	28.043	0.835745
2M	5	cuda_base	soa	16	256	256	48k	1	89.7887	2.67591
2M	5	cuda_base	soa	16	256	256	48k	2	91.6598	2.73167
2M	5	cuda_base	soa	16	256	256	48k	3	84.5143	2.51872
2M	5	cuda_base	soa	16	256	256	48k	4	77.3505	2.30522
2M	5	cuda_base	soa	16	1024	256	48k	1	312.324	9.30799
2M	5	cuda_base	soa	16	1024	256	48k	2	297.339	8.8614
2M	5	cuda_base	soa	16	1024	256	48k	3	303.665	9.04992
2M	5	cuda_base	soa	16	1024	256	48k	4	311.472	9.28259
2M	5	cuda_base	soa	16	4096	256	48k	1	1329.74	39.6295
2M	5	cuda_base	soa	16	4096	256	48k	2	1336.18	39.8212
2M	5	cuda_base	soa	16	4096	256	48k	3	1314.45	39.1736
2M	5	cuda_base	soa	16	4096	256	48k	4	1306.08	38.9243
2M	5	cuda_base	soa	32	16	256	48k	1	41.4254	0.617287
2M	5	cuda_base	soa	32	16	256	48k	2	41.9288	0.624787
2M	5	cuda_base	soa	32	16	256	48k	3	41.5333	0.618895
2M	5	cuda_base	soa	32	16	256	48k	4	41.3095	0.61556
2M	5	cuda_base	soa	32	64	256	48k	1	103.813	1.54693
2M	5	cuda_base	soa	32	64	256	48k	2	103.816	1.54698
2M	5	cuda_base	soa	32	64	256	48k	3	103.872	1.54781
2M	5	cuda_base	soa	32	64	256	48k	4	103.879	1.54792
2M	5	cuda_base	soa	32	256	256	48k	1	390.5	5.81891
2M	5	cuda_base	soa	32	256	256	48k	2	390.381	5.81713
2M	5	cuda_base	soa	32	256	256	48k	3	390.422	5.81774
2M	5	cuda_base	soa	32	256	256	48k	4	390.377	5.81706
2M	5	cuda_base	soa	32	1024	256	48k	1	1542.62	22.9869
2M	5	cuda_base	soa	32	1024	256	48k	2	1542.81	22.9897
2M	5	cuda_base	soa	32	1024	256	48k	3	1542.52	22.9853
2M	5	cuda_base	soa	32	1024	256	48k	4	1542.39	22.9833
2M	5	cuda_base	soa	32	4096	256	48k	1	6191.47	92.26
2M	5	cuda_base	soa	32	4096	256	48k	2	6188.21	92.2114
2M	5	cuda_base	soa	32	4096	256	48k	3	6180.59	92.0979
2M	5	cuda_base	soa	32	4096	256	48k	4	6182.46	92.1258
1M	5	cuda_base	soa	64	16	256	48k	1	36.176	0.539064
1M	5	cuda_base	soa	64	16	256	48k	2	36.8792	0.549542
1M	5	cuda_base	soa	64	16	256	48k	3	36.8867	0.549654
1M	5	cuda_base	soa	64	16	256	48k	4	36.1476	0.538642
1M	5	cuda_base	soa	64	64	256	48k	1	102.09	1.52126
1M	5	cuda_base	soa	64	64	256	48k	2	102.075	1.52103
1M	5	cuda_base	soa	64	64	256	48k	3	102.024	1.52027
1M	5	cuda_base	soa	64	64	256	48k	4	102.047	1.52062
1M	5	cuda_base	soa	64	256	256	48k	1	390.227	5.81484
1M	5	cuda_base	soa	64	256	256	48k	2	390.197	5.81439
1M	5	cuda_base	soa	64	256	256	48k	3	390.188	5.81426
1M	5	cuda_base	soa	64	256	256	48k	4	390.274	5.81554
1M	5	cuda_base	soa	64	1024	256	48k	1	1543.56	23.0009
1M	5	cuda_base	soa	64	1024	256	48k	2	1543.42	22.9988
1M	5	cuda_base	soa	64	1024	256	48k	3	1543.23	22.9959
1M	5	cuda_base	soa	64	1024	256	48k	4	1543.49	22.9997
1M	5	cuda_base	soa	64	4096	256	48k	1	6314.84	94.0984
1M	5	cuda_base	soa	64	4096	256	48k	2	6307.16	93.984
1M	5	cuda_base	soa	64	4096	256	48k	3	6319.17	94.163
1M	5	cuda_base	soa	64	4096	256	48k	4	6302.77	93.9186
512k	5	cuda_base	soa	128	16	256	48k	1	32.4603	0.483696
512k	5	cuda_base	soa	128	16	256	48k	2	32.9164	0.490492
512k	5	cuda_base	soa	128	16	256	48k	3	31.825	0.474229
512k	5	cuda_base	soa	128	16	256	48k	4	32.0389	0.477417
512k	5	cuda_base	soa	128	64	256	48k	1	102.255	1.52372
512k	5	cuda_base	soa	128	64	256	48k	2	102.059	1.5208
512k	5	cuda_base	soa	128	64	256	48k	3	102.084	1.52118
512k	5	cuda_base	soa	128	64	256	48k	4	102.263	1.52383
512k	5	cuda_base	soa	128	256	256	48k	1	390.864	5.82432
512k	5	cuda_base	soa	128	256	256	48k	2	390.664	5.82135
512k	5	cuda_base	soa	128	256	256	48k	3	390.819	5.82365
512k	5	cuda_base	soa	128	256	256	48k	4	390.846	5.82406
512k	5	cuda_base	soa	128	1024	256	48k	1	1546.61	23.0463
512k	5	cuda_base	soa	128	1024	256	48k	2	1546.57	23.0457
512k	5	cuda_base	soa	128	1024	256	48k	3	1546.93	23.051
512k	5	cuda_base	soa	128	1024	256	48k	4	1545.93	23.0361
